loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
5580,47,1,VoterID,300348,882648,2,2,0,0
5581,29,1,Aadhar,690156,837684,3,3,0,1
5582,46,2,VoterID,611664,793416,7,5,0,0
5583,37,2,VoterID,855804,1174656,3,2,0,1
5584,25,2,PAN,600888,1127952,0,0,0,1
5585,32,2,VoterID,1039068,2022000,0,0,0,0
5586,29,2,VoterID,621972,816504,0,0,0,1
5587,34,2,VoterID,258888,700800,8,6,0,0
5588,43,2,VoterID,709764,895992,0,0,0,1
5589,29,1,PAN,879432,1302420,0,0,0,0
5590,47,2,Aadhar,585636,905268,24,7,1,1
5591,50,2,Aadhar,663108,781572,5,2,0,0
5592,31,1,Aadhar,636444,770892,3,0,0,1
5593,33,2,VoterID,577740,1338000,5,4,0,1
5594,39,1,Aadhar,737364,967200,0,0,0,0
5595,39,1,Aadhar,627636,803868,0,0,0,0
5596,41,1,Aadhar,619692,776940,0,0,0,0
5597,42,2,Aadhar,560340,846000,2,0,0,0
5598,28,2,Aadhar,672156,1186332,2,2,0,0
5599,46,2,Aadhar,726516,942612,18,10,0,0
5600,40,1,Aadhar,712176,962568,6,2,0,1
5601,44,2,Aadhar,594036,812568,0,0,0,0
5602,27,1,Aadhar,798384,962880,0,0,0,0
5603,28,1,Aadhar,474096,703212,0,0,0,1
5604,49,2,Aadhar,490728,839160,2,2,0,1
5605,43,2,Aadhar,574188,868128,4,4,0,0
5606,31,2,VoterID,782028,976968,0,0,0,1
5607,28,2,Aadhar,742824,924120,3,2,0,1
5608,41,1,Aadhar,733764,962400,0,0,0,0
5609,24,,Aadhar,705108,934872,0,0,0,1
5610,33,2,Driving,699108,836988,8,5,0,0
5611,35,2,Aadhar,221040,892032,4,4,0,0
5612,48,1,VoterID,624936,786840,2,0,0,0
5613,38,1,Aadhar,768732,932592,2,2,0,1
5614,42,1,Aadhar,558588,709368,0,0,0,0
5615,45,1,Aadhar,831804,940440,0,0,0,0
5616,39,2,Aadhar,648708,747000,2,0,0,0
5617,26,2,Aadhar,684708,826020,0,0,0,0
5618,32,1,VoterID,449268,559680,0,0,0,1
5619,25,1,Aadhar,473040,789396,3,2,0,0
5620,41,1,Aadhar,527268,765540,6,5,0,1
5621,25,1,Aadhar,644736,775116,0,0,0,1
5622,49,2,VoterID,627636,873276,0,0,0,1
5623,28,2,Aadhar,739356,945600,0,0,0,1
5624,42,1,Aadhar,610152,833928,2,0,0,0
5625,36,1,Aadhar,716964,925848,0,0,0,1
5626,40,2,Aadhar,713676,940068,2,2,0,1
5627,41,1,Aadhar,551988,897600,0,0,0,0
5628,35,2,VoterID,689556,1041900,4,2,0,1
5629,38,1,Aadhar,615636,836736,0,0,0,1
5630,48,2,Aadhar,787584,949380,11,4,0,0
5631,28,2,Aadhar,820428,1265040,0,0,0,0
5632,25,2,Aadhar,786408,948000,0,0,0,1
5633,47,2,Aadhar,571188,825480,0,0,0,0
5634,36,1,Aadhar,724356,910392,7,7,0,0
5635,30,2,VoterID,486528,913800,3,2,0,0
5636,39,1,Aadhar,693108,867480,0,0,0,0
5637,46,1,Aadhar,752556,907200,3,3,0,0
5638,42,2,Aadhar,325836,490440,15,3,0,1
5639,29,1,Aadhar,766584,909708,0,0,0,0
5640,42,1,Aadhar,591636,751824,0,0,0,0
5641,27,2,Aadhar,571740,890784,0,0,0,0
5642,49,2,Aadhar,648756,840000,2,2,0,0
5643,37,2,Aadhar,585396,788724,4,4,1,1
5644,45,2,Aadhar,871476,981540,8,3,0,0
5645,36,1,Aadhar,615048,830700,3,3,0,0
5646,27,2,Aadhar,826584,1213044,4,2,0,1
5647,31,1,Aadhar,466728,598476,6,5,0,1
5648,36,2,Aadhar,498168,798000,2,2,0,0
5649,45,1,Aadhar,725364,847848,3,2,0,0
5650,27,2,Passport,861600,1122000,0,0,0,0
5651,40,1,Aadhar,659556,839196,0,0,0,0
5652,36,1,Aadhar,774984,1061148,0,0,0,0
5653,28,2,Aadhar,771948,1226340,0,0,0,0
5654,31,2,Aadhar,1721736,2129244,6,0,0,1
5655,29,2,Aadhar,235728,826800,3,2,0,0
5656,38,1,PAN,794184,1162812,2,2,0,1
5657,42,1,Aadhar,577740,936000,0,0,0,0
5658,31,2,Aadhar,873804,1501224,0,0,0,1
5659,35,1,Aadhar,234924,826404,4,3,0,0
5660,30,1,VoterID,626316,779064,2,0,0,1
5661,25,,Aadhar,648636,1244040,0,0,0,1
5662,34,2,Aadhar,660108,851160,0,0,0,0
5663,34,2,Aadhar,544188,884592,0,0,0,0
5664,33,1,Aadhar,544188,756600,6,2,1,0
5665,47,2,Aadhar,346572,881712,0,0,0,1
5666,48,1,Aadhar,592800,712320,3,3,0,0
5667,29,1,Aadhar,846804,978984,0,0,0,1
5668,26,1,Aadhar,554460,768792,0,0,0,0
5669,35,1,VoterID,389808,582000,3,2,0,0
5670,38,2,Aadhar,719016,951372,3,3,0,0
5671,50,1,Aadhar,639636,814896,7,5,0,1
5672,49,1,Aadhar,508728,823260,0,0,0,0
5673,40,1,Aadhar,582588,824664,11,2,0,0
5674,31,2,Aadhar,1028508,2120916,0,0,0,1
5675,33,1,VoterID,800028,990036,2,0,0,0
5676,43,2,Aadhar,660156,752400,0,0,0,0
5677,35,2,Aadhar,814584,977184,0,0,0,1
5678,25,2,Aadhar,820428,1276800,0,0,0,0
5679,32,2,Aadhar,449268,724320,0,0,0,0
5680,28,1,VoterID,777384,1181268,0,0,0,1
5681,33,1,VoterID,810984,976392,8,3,0,1
5682,29,1,Aadhar,630948,820044,5,2,0,0
5683,45,1,Aadhar,496728,711600,4,2,0,0
5684,32,2,Driving,728556,882012,3,2,0,0
5685,33,2,VoterID,658248,795396,0,0,0,1
5686,35,2,Aadhar,574188,891840,0,0,0,1
5687,36,2,Aadhar,891012,1105200,0,0,0,1
5688,25,,Aadhar,782028,1149732,0,0,0,0
5689,43,2,VoterID,612936,826092,0,0,0,0
5690,28,1,Aadhar,606036,779376,5,4,0,0
5691,34,2,VoterID,865476,1114440,0,0,0,0
5692,24,2,Aadhar,664956,755280,0,0,0,0
5693,45,2,Aadhar,632436,812040,16,11,0,0
5694,34,2,Aadhar,473928,561000,2,2,0,0
5695,22,,Aadhar,585024,715488,0,0,0,0
5696,47,1,Aadhar,838284,1195560,0,0,0,1
5697,36,1,Aadhar,641436,744156,2,0,0,1
5698,29,1,Aadhar,686844,860028,2,2,0,0
5699,37,2,Aadhar,684156,839268,4,4,0,0
5700,30,1,Aadhar,556188,906768,0,0,0,0
5701,35,1,Aadhar,877476,1306800,2,0,0,1
5702,48,1,Aadhar,683508,814656,2,0,0,1
5703,43,1,Aadhar,633996,804792,2,2,0,0
5704,44,2,Aadhar,624036,846000,3,2,0,1
5705,38,1,Aadhar,681108,842412,10,4,0,0
5706,35,2,Aadhar,651636,795396,9,4,0,0
5707,37,2,PAN,800220,1113636,2,2,0,1
5708,30,2,Aadhar,599736,775416,4,4,0,1
5709,33,1,Aadhar,637788,852000,3,3,0,0
5710,25,2,Aadhar,625236,831624,0,0,0,0
5711,23,,Aadhar,584364,942144,0,0,0,1
5712,32,2,Aadhar,876276,1229880,0,0,0,1
5713,48,2,Aadhar,689508,762264,4,3,0,0
5714,29,2,Aadhar,669108,839376,3,2,0,1
5715,48,2,Aadhar,630936,769548,4,2,0,0
5716,33,2,Aadhar,594456,754764,9,0,0,1
5717,30,2,Aadhar,790584,1207596,0,0,0,0
5718,35,2,Aadhar,763356,904560,2,2,0,0
5719,27,2,VoterID,773184,1125060,0,0,0,0
5720,25,2,Aadhar,933012,1322232,0,0,0,1
5721,36,1,Aadhar,509928,791316,3,3,0,1
5722,44,2,Aadhar,630372,760608,0,0,0,1
5723,49,2,Aadhar,385008,657240,0,0,0,0
5724,42,2,Aadhar,673908,1037544,0,0,0,0
5725,31,1,Aadhar,705108,1141056,0,0,0,0
5726,37,1,VoterID,822828,1273032,2,2,0,0
5727,35,2,VoterID,668508,1006020,2,0,0,1
5728,45,1,Aadhar,519156,806196,4,2,0,0
5729,30,2,VoterID,731364,1120812,2,0,0,0
5730,25,1,Aadhar,282888,627132,0,0,0,0
5731,27,1,Aadhar,764556,923916,2,2,0,0
5732,45,1,Aadhar,696156,871116,8,3,0,0
5733,44,2,PAN,589740,904464,0,0,0,0
5734,31,1,Aadhar,719364,944808,0,0,0,1
5735,47,2,Aadhar,410892,783504,2,2,0,0
5736,43,2,Aadhar,282888,600000,6,2,0,0
5737,48,2,VoterID,719364,937296,2,0,0,1
5738,25,2,PAN,891012,1878000,0,0,0,0
5739,44,1,Aadhar,666156,859200,0,0,0,1
5740,27,1,VoterID,514728,808548,0,0,0,1
5741,43,2,Aadhar,424068,751728,0,0,0,0
5742,34,1,Aadhar,514728,746724,4,3,0,1
5743,30,1,Aadhar,675108,918480,0,0,0,1
5744,47,2,Aadhar,687756,785520,0,0,0,0
5745,24,1,Aadhar,672156,768108,0,0,0,0
5746,39,1,Aadhar,531204,783852,24,2,0,1
5747,32,1,Aadhar,823404,1056000,2,2,0,1
5748,26,1,Aadhar,556800,875748,0,0,0,1
5749,27,1,Aadhar,583512,802116,3,2,0,1
5750,23,,Aadhar,509928,1229736,0,0,0,0
5751,28,2,Aadhar,367788,724152,7,4,0,0
5752,24,,Aadhar,606036,907200,3,0,0,1
5753,35,2,Aadhar,675108,804000,2,2,0,0
5754,46,2,Aadhar,638892,902208,12,8,0,1
5755,48,2,Aadhar,724164,857760,0,0,0,0
5756,47,2,Aadhar,675108,952440,0,0,0,0
5757,28,1,Aadhar,354348,818592,0,0,0,0
5758,43,2,Aadhar,865476,1057728,20,7,0,0
5759,45,1,Aadhar,652800,813600,0,0,0,0
5760,26,2,Aadhar,639636,843852,0,0,0,0
5761,34,1,PAN,792984,930552,0,0,0,1
5762,29,1,Aadhar,663108,832020,0,0,0,0
5763,40,2,Aadhar,639636,827448,27,13,0,0
5764,34,1,Aadhar,675108,800748,5,2,0,0
5765,25,,Aadhar,883476,1438380,3,2,0,1
5766,30,2,Aadhar,508728,712632,6,2,0,1
5767,49,1,Aadhar,632436,817920,6,0,0,0
5768,40,2,Aadhar,556188,900612,2,0,0,1
5769,25,1,Aadhar,571788,739260,0,0,0,0
5770,29,2,Aadhar,346488,782820,0,0,0,0
5771,40,2,Aadhar,681108,940584,0,0,0,0
5772,33,1,Aadhar,256488,911400,3,2,0,0
5773,48,2,Aadhar,693108,888708,8,0,0,1
5774,44,1,Aadhar,1405200,2052012,4,4,0,1
5775,43,2,Aadhar,584988,795624,13,6,1,0
5776,32,1,Aadhar,755364,976680,0,0,0,1
5777,33,2,Aadhar,645636,881160,7,6,0,1
5778,25,2,Aadhar,678948,904680,0,0,0,1
5779,31,1,Aadhar,563988,814248,0,0,0,0
5780,40,2,Aadhar,741756,904932,19,2,0,1
5781,42,1,Aadhar,795624,910884,0,0,0,0
5782,28,1,Aadhar,626136,715200,0,0,0,0
5783,29,1,Aadhar,854604,1207152,3,3,0,0
5784,38,2,Aadhar,711108,875340,0,0,0,1
5785,27,1,Aadhar,526188,815160,0,0,0,0
5786,29,1,Aadhar,675108,882012,0,0,0,1
5787,40,2,Aadhar,651108,818112,0,0,0,0
5788,33,2,Aadhar,763500,896256,2,0,0,0
5789,45,2,Aadhar,974232,1110948,2,2,0,0
5790,23,,Aadhar,678108,802944,0,0,0,0
5791,30,1,Aadhar,562188,802848,0,0,0,1
5792,24,2,Aadhar,660156,808080,0,0,0,1
5793,42,2,Aadhar,863076,1044000,3,2,0,0
5794,47,1,Aadhar,759756,1043712,0,0,0,1
5795,37,2,Aadhar,583188,826980,6,4,0,0
5796,31,1,Aadhar,740556,920784,2,2,0,1
5797,42,1,Aadhar,723804,813780,0,0,0,0
5798,44,1,Aadhar,579864,737676,0,0,0,0
5799,50,2,Aadhar,749364,856800,0,0,0,0
5800,33,2,Aadhar,634836,818904,3,2,0,1
5801,29,2,Aadhar,574188,749688,0,0,0,0
5802,46,2,Aadhar,650400,931920,10,4,0,0
5803,42,2,VoterID,630048,915912,0,0,0,1
5804,40,2,Aadhar,714564,881400,0,0,0,0
5805,27,2,Aadhar,610836,791160,0,0,0,0
5806,43,1,Aadhar,499128,757668,3,3,0,0
5807,47,2,Aadhar,639636,751164,0,0,0,1
5808,42,2,PAN,458076,878580,0,0,0,0
5809,33,2,Aadhar,627636,797580,0,0,0,1
5810,30,1,Aadhar,734556,876840,2,2,0,1
5811,45,2,PAN,481128,986832,7,3,0,1
5812,27,2,Aadhar,802584,1108620,0,0,0,0
5813,45,2,Aadhar,532188,776820,0,0,0,0
5814,27,2,Aadhar,556188,720792,0,0,0,0
5815,36,2,Aadhar,536988,739560,0,0,0,0
5816,36,2,Driving,737364,835380,2,0,0,1
5817,25,1,Aadhar,738456,894000,0,0,0,0
5818,33,2,VoterID,675108,868800,0,0,0,1
5819,47,2,Aadhar,531276,870000,0,0,0,0
5820,24,,Aadhar,588036,866484,0,0,0,0
5821,28,1,Aadhar,656556,815196,6,4,1,0
5822,29,1,VoterID,587052,787812,0,0,0,1
5823,29,2,Aadhar,660000,864660,2,2,0,0
5824,43,2,Aadhar,651108,937200,12,5,0,0
5825,49,2,Aadhar,544188,988116,3,2,0,0
5826,49,2,Aadhar,568188,739512,5,3,0,0
5827,28,2,Aadhar,600936,812256,0,0,0,1
5828,26,1,Aadhar,699156,809280,4,2,0,0
5829,47,1,Aadhar,930612,1176000,3,3,0,1
5830,31,1,Aadhar,584988,831636,3,2,0,0
5831,33,1,Aadhar,458868,588240,0,0,0,1
5832,32,1,Aadhar,673908,766008,5,2,0,0
5833,48,2,Aadhar,776736,906000,2,2,0,0
5834,40,2,Aadhar,665508,798468,2,2,0,0
5835,33,2,Aadhar,924948,1256796,0,0,0,1
5836,28,2,Aadhar,889476,1865784,3,3,0,1
5837,23,,Aadhar,671556,867516,0,0,0,1
5838,42,2,Aadhar,702252,850272,2,2,0,0
5839,38,2,Aadhar,639636,831000,3,2,0,1
5840,49,1,Aadhar,654396,781032,3,2,0,0
5841,22,,Aadhar,672708,921600,8,5,0,0
5842,47,2,VoterID,751836,1126800,0,0,0,1
5843,47,,Aadhar,762156,921396,2,2,0,1
5844,45,1,Aadhar,687708,876000,0,0,0,1
5845,28,2,Aadhar,592188,865548,0,0,0,0
5846,37,2,VoterID,506904,880656,2,0,0,1
5847,45,2,Driving,600036,707400,0,0,0,0
5848,31,2,Aadhar,675108,903924,0,0,0,1
5849,48,2,Aadhar,749364,882036,0,0,0,1
5850,26,2,Driving,620196,706476,0,0,0,0
5851,28,1,Aadhar,776184,984000,0,0,0,1
5852,50,1,Aadhar,841476,1147200,0,0,0,1
5853,41,2,Aadhar,651636,746256,0,0,0,1
5854,27,1,Aadhar,660156,859116,0,0,0,0
5855,26,2,VoterID,978396,1336800,0,0,0,1
5856,35,2,Aadhar,597636,803904,8,3,0,0
5857,37,2,Aadhar,656556,1062060,0,0,0,1
5858,48,1,Aadhar,726156,849144,0,0,0,1
5859,29,1,Aadhar,660156,754980,0,0,0,1
5860,24,,Aadhar,597636,1266048,5,4,0,1
5861,27,1,Aadhar,790584,948468,2,2,0,1
5862,37,2,Aadhar,484728,790320,3,2,0,1
5863,47,2,Aadhar,759864,1305648,15,6,0,0
5864,42,1,Aadhar,699108,953868,0,0,0,0
5865,28,1,Aadhar,472692,1008000,0,0,0,0
5866,28,2,VoterID,591636,747444,0,0,0,0
5867,41,2,Aadhar,648156,883224,0,0,0,0
5868,40,2,Aadhar,762156,940800,16,6,0,0
5869,28,1,Aadhar,795552,925524,12,10,0,0
5870,49,2,Aadhar,618936,784008,2,2,0,0
5871,32,2,Aadhar,580188,804156,0,0,0,1
5872,28,2,VoterID,580188,876000,0,0,0,1
5873,29,2,VoterID,605496,852048,0,0,0,0
5874,32,2,VoterID,591156,831816,2,2,0,0
5875,35,2,Aadhar,1065060,1217100,2,2,0,0
5876,31,2,Aadhar,618936,846396,3,2,0,0
5877,35,2,PAN,696564,849624,11,4,0,1
5878,44,2,Aadhar,992232,1344144,0,0,0,1
5879,26,2,Aadhar,574188,1019688,0,0,0,1
5880,27,2,Aadhar,532728,946800,0,0,0,1
5881,29,1,Aadhar,639636,786000,3,3,0,1
5882,41,2,Aadhar,562188,853680,3,2,0,0
5883,29,2,Aadhar,693108,863520,2,2,0,0
5884,49,1,Aadhar,637668,793440,0,0,0,0
5885,28,1,Aadhar,612036,829416,0,0,0,0
5886,46,1,PAN,504168,891624,0,0,0,0
5887,37,1,Aadhar,567276,681144,2,0,0,0
5888,29,2,Aadhar,538188,1237476,2,2,0,0
5889,42,1,Aadhar,574188,791760,0,0,0,0
5890,28,1,Aadhar,873804,1445388,3,3,0,1
5891,35,1,Aadhar,550188,717132,2,2,0,0
5892,45,2,Aadhar,645636,923508,6,0,0,0
5893,25,1,Aadhar,812028,990000,0,0,0,1
5894,42,1,Passport,603336,693636,0,0,0,0
5895,48,2,Aadhar,446868,774792,4,3,0,0
5896,40,2,Aadhar,648156,817044,3,2,0,0
5897,45,1,Aadhar,449316,643392,4,2,0,0
5898,27,1,Aadhar,433668,778512,0,0,0,0
5899,48,1,Aadhar,633636,742308,0,0,0,0
5900,45,1,Aadhar,568188,837156,0,0,0,0
5901,27,2,VoterID,592188,714000,2,2,0,0
5902,42,2,Aadhar,687108,780720,2,2,0,1
5903,25,1,Aadhar,778800,892500,0,0,0,1
5904,44,1,Aadhar,730956,843120,6,5,0,0
5905,43,2,VoterID,571140,734976,2,0,0,1
5906,49,2,PAN,602136,875160,10,3,0,0
5907,48,1,Aadhar,766044,924072,4,3,0,0
5908,31,2,Aadhar,661188,913668,0,0,0,1
5909,44,2,Aadhar,699108,924000,0,0,0,0
5910,28,1,Aadhar,921012,1284000,0,0,0,1
5911,50,2,Aadhar,636000,978000,0,0,0,1
5912,50,2,Aadhar,568188,893652,2,0,0,0
5913,43,2,Aadhar,822000,1167816,0,0,0,1
5914,38,1,Aadhar,550188,847260,0,0,0,0
5915,23,,Aadhar,580188,917856,0,0,0,1
5916,29,1,Aadhar,716076,878580,5,4,0,0
5917,27,2,Aadhar,699108,847200,0,0,0,1
5918,47,1,Aadhar,562188,758328,22,11,0,0
5919,26,2,Aadhar,802584,1281936,2,2,0,0
5920,45,2,Aadhar,632436,982800,2,2,0,0
5921,48,2,Aadhar,524988,635724,15,11,0,0
5922,31,1,Aadhar,666156,784032,4,3,0,0
5923,28,1,PAN,899820,1271172,0,0,0,0
5924,32,1,Aadhar,695508,1017516,3,2,0,1
5925,33,1,Aadhar,677508,777720,11,4,0,0
5926,28,2,Aadhar,840204,1200480,0,0,0,1
5927,33,2,PAN,589236,1163700,0,0,0,0
5928,43,1,Aadhar,701760,827652,4,2,0,1
5929,38,1,VoterID,559740,717948,0,0,0,0
5930,40,2,Aadhar,607836,875592,0,0,0,0
5931,24,,Aadhar,591636,752376,0,0,0,0
5932,34,2,VoterID,806028,1148448,0,0,0,0
5933,28,1,Aadhar,334188,817272,0,0,0,0
5934,42,2,PAN,484728,1020000,0,0,0,0
5935,50,2,Aadhar,722556,864888,3,3,0,0
5936,46,2,Aadhar,904752,1194000,5,4,0,0
5937,45,2,Aadhar,785952,896736,2,2,0,0
5938,47,1,Aadhar,652476,995544,4,2,0,0
5939,32,2,Driving,622584,752376,7,5,0,1
5940,36,2,Aadhar,348348,607260,0,0,0,0
5941,42,2,Aadhar,428592,861108,8,7,0,0
5942,50,1,Aadhar,567600,856452,5,4,0,0
5943,34,1,Aadhar,743364,1181664,0,0,0,0
5944,26,2,Aadhar,556188,726396,0,0,0,0
5945,37,1,Aadhar,873012,1209720,6,6,0,0
5946,45,2,Aadhar,657108,850584,0,0,0,0
5947,42,,Aadhar,823584,988752,0,0,0,1
5948,38,1,Aadhar,573288,754920,3,3,0,1
5949,27,1,Aadhar,743364,911196,0,0,0,0
5950,23,,Aadhar,588804,894216,2,2,0,1
5951,28,2,Aadhar,592188,800712,0,0,0,0
5952,35,2,Aadhar,696156,819144,8,5,0,0
5953,44,2,Aadhar,687108,822384,0,0,0,1
5954,39,2,Aadhar,651360,877644,0,0,0,0
5955,38,2,VoterID,1359120,2020092,3,2,0,1
5956,45,2,Aadhar,337548,779472,0,0,0,0
5957,47,2,Aadhar,413268,851892,0,0,0,0
5958,40,1,Aadhar,312720,632088,5,4,0,0
5959,43,1,Aadhar,645636,770796,2,2,0,0
5960,28,1,Aadhar,262812,740400,0,0,0,0
5961,36,1,Aadhar,743364,914916,0,0,0,1
5962,42,2,Aadhar,478728,621684,7,2,0,0
5963,27,1,PAN,678156,838800,0,0,0,0
5964,47,2,Aadhar,691404,802128,4,2,0,1
5965,25,1,Aadhar,657108,828000,0,0,0,1
5966,34,1,Aadhar,743364,909012,0,0,0,1
5967,38,1,Aadhar,612000,900708,2,2,0,0
5968,43,2,Aadhar,755364,855912,28,9,0,1
5969,29,1,PAN,725364,918540,0,0,0,1
5970,28,1,Aadhar,859476,1176696,0,0,0,0
5971,24,,Aadhar,924108,1429812,0,0,0,0
5972,26,2,PAN,453900,676632,2,0,0,0
5973,47,1,Aadhar,605736,831600,0,0,0,0
5974,48,2,Aadhar,734556,888648,0,0,0,1
5975,49,2,Aadhar,553956,796440,3,2,0,0
5976,44,1,Aadhar,717600,866472,8,7,1,0
5977,48,1,Aadhar,618936,839220,0,0,0,1
5978,39,2,VoterID,767328,893820,0,0,0,0
5979,39,1,Aadhar,707556,854424,13,3,0,0
5980,35,1,Aadhar,574188,749184,7,3,0,0
5981,34,1,Aadhar,527340,648840,18,6,0,0
5982,26,1,Aadhar,595536,855720,2,2,0,0
5983,48,2,VoterID,615636,852000,4,2,0,1
5984,46,1,Aadhar,699108,860328,0,0,0,0
5985,33,1,Passport,813588,973200,5,4,0,1
5986,27,1,Aadhar,704316,827988,3,3,0,0
5987,44,1,Aadhar,616236,830868,3,3,0,0
5988,40,1,Aadhar,722556,990636,2,2,0,0
5989,27,2,VoterID,496728,790380,0,0,0,0
5990,44,1,Aadhar,720756,819600,12,5,0,0
5991,40,1,Aadhar,660552,799524,0,0,0,0
5992,39,1,Aadhar,774984,992400,0,0,0,1
5993,41,1,Aadhar,690108,971688,6,3,0,1
5994,41,1,VoterID,644436,795300,0,0,0,0
5995,29,,Aadhar,332748,786000,0,0,0,0
5996,26,2,Aadhar,606564,807840,0,0,0,0
5997,25,1,Aadhar,818028,1133520,0,0,0,0
5998,49,2,PAN,690756,903600,0,0,0,0
5999,28,2,VoterID,642936,784416,0,0,0,1
6000,31,1,Aadhar,727140,896100,0,0,0,0
6001,25,2,Aadhar,509868,697248,0,0,0,0
6002,46,1,Aadhar,577740,721776,11,7,0,1
6003,25,1,Aadhar,655908,748716,0,0,0,0
6004,36,2,Aadhar,511128,789312,2,0,0,1
6005,38,1,Aadhar,675108,831468,8,2,0,0
6006,29,1,VoterID,229932,1055280,0,0,0,1
6007,35,2,VoterID,487860,853548,2,2,0,0
6008,28,2,Aadhar,651636,769956,6,6,0,1
6009,33,1,Aadhar,526728,882000,4,4,0,0
6010,29,2,Aadhar,318348,865200,0,0,0,1
6011,27,1,Aadhar,621636,823128,0,0,0,0
6012,36,2,PAN,871164,1041600,3,3,0,1
6013,29,2,Aadhar,754164,1195788,0,0,0,1
6014,37,2,Aadhar,618036,830400,6,2,0,1
6015,26,1,Aadhar,318348,896964,0,0,0,0
6016,30,1,Aadhar,669108,815916,3,3,0,0
6017,50,2,Aadhar,597636,777420,2,0,0,0
6018,44,2,Aadhar,324348,489780,12,10,1,0
6019,30,2,Aadhar,996396,1292364,0,0,0,0
6020,30,1,Aadhar,669588,785208,0,0,0,1
6021,39,1,Aadhar,580188,780000,0,0,0,0
6022,42,2,Aadhar,568308,862908,0,0,0,0
6023,30,1,Aadhar,512028,799344,0,0,0,0
6024,32,1,PAN,859404,1294644,3,3,0,0
6025,44,2,Aadhar,374652,742836,7,5,0,0
6026,35,1,Aadhar,663108,798048,4,2,0,1
6027,25,1,Aadhar,715764,968400,0,0,0,0
6028,29,1,Aadhar,715356,922056,5,4,0,0
6029,38,2,Aadhar,762564,1246896,0,0,0,1
6030,28,2,PAN,615936,766140,2,0,0,0
6031,27,1,Aadhar,853404,1188000,3,3,0,0
6032,40,2,Aadhar,585588,780924,0,0,0,0
6033,43,2,Aadhar,547740,645000,3,0,0,0
6034,34,1,Aadhar,484728,893520,13,7,0,0
6035,38,2,Aadhar,788184,897888,0,0,0,0
6036,38,1,Aadhar,669108,886764,0,0,0,1
6037,24,2,VoterID,687756,937032,0,0,0,1
6038,25,1,Aadhar,676308,848616,0,0,0,1
6039,49,2,Aadhar,645636,835764,6,5,0,1
6040,39,1,Aadhar,725556,877500,9,2,0,0
6041,29,2,VoterID,606936,1059996,0,0,0,1
6042,50,1,Aadhar,506712,814944,4,4,0,0
6043,38,2,Aadhar,461868,788700,2,2,0,0
6044,41,2,Aadhar,627636,784692,6,2,0,0
6045,35,2,Aadhar,739764,852000,6,3,0,0
6046,25,1,Aadhar,562188,729384,0,0,0,0
6047,45,2,Aadhar,708156,879636,0,0,0,0
6048,38,2,VoterID,501528,887580,0,0,0,0
6049,35,1,Aadhar,591636,932664,2,0,0,0
6050,25,1,Driving,772428,981600,0,0,0,1
6051,26,1,Aadhar,638136,748236,0,0,0,0
6052,25,1,Aadhar,621636,788472,5,0,0,0
6053,37,2,Aadhar,639636,820152,0,0,0,1
6054,45,2,Aadhar,729156,870732,5,2,0,0
6055,31,2,Driving,461268,912264,0,0,0,1
6056,25,2,Aadhar,684156,1508160,0,0,0,0
6057,27,1,Aadhar,725364,868500,6,5,0,1
6058,47,2,Aadhar,877476,1247076,0,0,0,0
6059,36,2,Aadhar,1331844,2070132,6,3,0,1
6060,35,1,Aadhar,681108,1037664,7,3,0,0
6061,24,,VoterID,784584,1180740,0,0,0,0
6062,36,2,Aadhar,428868,540000,5,5,0,0
6063,43,2,Aadhar,734556,875532,25,13,0,0
6064,33,2,Aadhar,591636,836340,16,14,1,1
6065,26,1,Aadhar,732156,1046904,0,0,0,1
6066,28,2,Aadhar,615636,1307400,0,0,0,0
6067,30,2,Aadhar,594036,780000,2,2,0,0
6068,33,2,VoterID,693108,1119240,0,0,0,0
6069,25,1,Aadhar,626388,819084,0,0,0,1
6070,26,1,Aadhar,615636,1285068,0,0,0,0
6071,45,1,Aadhar,634836,798480,0,0,0,0
6072,29,2,Aadhar,651156,815784,10,9,0,1
6073,27,2,Aadhar,580188,1164000,0,0,0,1
6074,32,2,Aadhar,627996,887904,3,3,0,0
6075,47,2,Aadhar,663108,901320,0,0,0,1
6076,33,1,PAN,751704,1169148,0,0,0,0
6077,49,1,Aadhar,470328,701076,0,0,0,0
6078,26,2,Aadhar,619236,774300,0,0,0,1
6079,47,2,Aadhar,530520,811080,0,0,0,1
6080,38,2,Aadhar,612936,742620,10,3,0,1
6081,26,1,Aadhar,728556,931200,0,0,0,1
6082,35,2,Aadhar,481248,961668,0,0,0,0
6083,42,2,VoterID,653508,750360,0,0,0,0
6084,28,1,Aadhar,624936,947880,0,0,0,0
6085,46,1,Aadhar,728400,876132,9,4,0,1
6086,42,1,Aadhar,700056,796584,8,6,0,0
6087,35,1,Aadhar,499728,739848,0,0,0,0
6088,48,1,Aadhar,690156,794100,4,2,0,0
6089,30,1,PAN,632136,833232,0,0,0,0
6090,35,2,Aadhar,777708,1065660,12,5,0,0
6091,30,1,Aadhar,863004,1023576,5,5,0,0
6092,42,2,Aadhar,608508,731604,2,2,0,1
6093,48,1,Aadhar,698508,948228,0,0,0,0
6094,30,2,Aadhar,1166508,1854000,0,0,0,0
6095,38,2,Aadhar,599280,780144,2,2,0,0
6096,32,1,Aadhar,730968,987708,0,0,0,0
